ID,NODEamps25 1,NODEamps25 2,NODEamps25 6,NODEamps25 7,NODEamps25 9,NODEamps25 16,NODEamps25 18,NET25 11,NET25 12,NET25 16,NET25 35,NET25 60,NET25 73,NET25 82,NET25 135,NET25 144,NET25 148,NET25 150,NET25 156,NET25 162,NET100 16,NET100 31,NET100 55,NET100 57,NET100 78,NET100 99,NET100 113,NET100 118,NET100 152,NET100 161,NET100 185,NET100 188,NET100 207,NET100 208,NET100 211,NET100 218,NET100 231,NET100 233,NET100 239,NET100 243,NET100 268,NET100 283,NET100 284,NET100 285,NET100 292,NET100 312,NET100 322,NET100 328,NET100 344,NET100 357,NET100 380,NET100 405,NET100 412,NET100 419,NET100 437,NET100 443,NET100 458,NET100 487,NET100 488,NET100 512,NET100 569,NET100 595,NET100 605,NET100 615,NET100 647,NET100 653,NET100 656,NET100 658,NET100 663,NET100 676,NET100 677,NET100 748,NET100 778,NET100 795,NET100 807,NET100 821,NET100 828,NET100 848,NET100 856,NET100 860,NET100 872,NET100 891,NET100 900,NET100 903,NET100 929,NET100 994,NET100 1000,NET100 1016,NET100 1018,NET100 1030,NET100 1060,NET100 1072,NET100 1078,NET100 1079,NET100 1090,NET100 1129,NET100 1132,NET100 1165,NET100 1176,NET100 1196,NET100 1200,NET100 1212,NET100 1220,NET100 1221,NET100 1231,NET100 1287,NET100 1293,NET100 1328,NET100 1344,NET100 1349,NET100 1365,NET100 1382,NET100 1385,NET100 1391,NET100 1394,NET100 1407,NET100 1428,NET100 1438
demo_01,-0.142624837,-0.93416266,0.803672056489159,0.0454075240572661,-0.249759773,-0.742837865,0.079817346503832,-0.280593784,0.230478354142907,-0.340586609,0.00521853709646281,-0.220730876,-0.131942437,0.324403169251452,0.144401949241605,-0.102591451,0.052031312406459,0.413282115476053,0.29477122772064,-0.512932596,-0.12041822,0.302423966339718,-0.192995314,0.622147341,-0.143353587,0.00986381377336261,-0.292834203,0.282174923431404,0.341197203011266,1.07494811192535,-0.664319279,0.0890662078186754,-0.273083855,0.418101910088258,0.039525605176422,-0.01042392,0.368840028353185,-0.329514958,-0.100226401,-0.125320717,0.81975490000234,0.490496800802521,-0.563228718,0.330733625174128,0.728846289204602,-0.322847923,0.0573009431058127,-0.334439523,0.24777156979051,0.260840171576767,0.092495206808813,-0.004234259,-0.070112308,0.169351451822435,-0.141248784,-0.074404484,0.00475129850580775,0.0804745067839736,0.373403161885857,0.154417652227603,0.120415768462575,-0.220279669,-0.034383309,0.0570670953093841,-0.044993377,-0.085969032,-0.058177566,-0.208855568,-0.020026027,-0.232340654,0.155360565194931,0.613249925006484,-0.203272973,-0.115107082,0.502503678230717,0.133689209163817,0.209986535313803,-0.242588316,-0.012760816,0.429154546962792,0.029529101829835,0.819929443547559,-0.280194583,-0.128363675,-0.07752447,0.421107007024619,-0.030694992,0.213542364254332,-0.462354997,0.490169522631809,-0.118985017,0.20515084325908,0.192253614996527,0.319228519116932,0.0230820154773474,0.00984970615520642,-0.212743565,-0.047214063,-0.125006157,0.0930943013177775,0.443153644625142,0.299248950871506,-0.039564329,-0.481445305,-0.476991993,0.242379522929408,0.177746164979463,-0.514647641,0.417197410713702,0.0927302727088397,-0.678124307,-0.370042208,0.172889014030886,-0.551878418,0.0395929070907888,-0.22860865,0.519403637640556,0.0967294389860433
demo_02,0.272297663012258,-0.21199156,0.247633256667403,0.540194722005949,-0.236268228,0.171342630161766,0.418942785739363,0.549349747743039,-0.326256801,0.0146439267685376,0.421950823503496,0.171653881186782,0.141303153505908,0.000928456832433302,0.603696329656187,0.129106945200958,0.403814502617569,0.570428381047592,0.489506043655181,-0.246273682,0.191664921572392,0.615846238430692,0.275118711696565,0.755098803851911,-0.012615026,0.239868872406842,0.292765703584743,0.485183086028167,-0.080587828,0.914598898118412,0.205907702820464,0.507895560976624,0.281839441153982,0.268331079,0.249555731606945,0.388424230715859,0.606719613949136,0.187975413973986,-0.178079711,0.304724647469139,1.0417610639988,0.545384471427066,-0.145532342,0.539113140991896,0.317573491560827,0.189926678724586,0.298099010946742,0.0415339604439908,0.55007928846018,-0.335095103,-0.341156938,0.20092674427133,0.420838923034378,0.133320177313476,-0.410799302,0.134875019797157,0.521679320195324,0.675087163642594,0.0374648164399645,-0.188338772,-0.138998712,-0.498015218,0.713005785708831,0.303744428089944,-0.300373048,0.13025976439706,-0.161788237,-0.000117314,-0.255277167,-0.205497787,-0.44385852,0.658771455583128,0.269840365339375,0.457463437013472,0.472839559510903,0.464501883884821,0.362933126084939,-0.063535252,0.46677461747068,0.573635037819601,0.574547310690695,0.631917301149204,-0.539681305,-0.194885062,-0.262349136,0.139034388446299,0.377840387428137,0.250549377443262,0.238476878794538,0.414688159019744,0.459451275491155,0.766007464501456,0.424500984167644,-0.09293561,0.202958256899591,0.518029198075102,0.27667113260104,0.0935093368101478,0.332321073585709,0.0817707580737331,0.586098346641332,0.210148297980007,0.0943363851470039,0.243695547195003,-0.208374297,0.477323891368672,0.0439121169768658,0.434983759498965,0.344563217657474,0.120681268527421,0.59692614859047,-0.238054284,0.0314448776439666,0.142888270990871,-0.313005618,-0.28712466,-0.128931621,0.0492053700415481
demo_03,-0.333499955,-1.035790571,0.372609751298676,0.159800566297491,-0.452771229,-0.260505297,0.528414410926012,-0.403786891,0.583074536576426,-0.033157683,-0.011078859,-0.04195129,-0.1192153,-0.306637575,-0.025127604,-0.044034014,-0.000306494,0.158853087590234,0.396013088472598,-0.288433097,-0.143809578,0.22766276877833,0.200474026927278,-0.009539136,-0.344113569,0.211355802574473,-0.612682968,0.468920254276131,0.344737127978958,0.91339957843402,-0.333180859,-0.107569895,-0.179560125,-0.021289074,-0.269418825,-0.092037173,0.295945463754473,0.191170875720936,-0.299130531,-0.096932127,1.10383691840426,0.498231659808702,-0.662654092,0.0761568157343301,0.240229251701428,-0.351805757,0.0045542253642112,-0.15097282,0.00594838910334778,0.279237972897919,-0.05444676,-0.044294697,-0.024908831,-0.296438331,0.170989281318954,0.137232618753521,-0.124827709,-0.282931998,0.0099959407521093,0.0791438386968245,-0.137528019,-0.354865608,0.106756422457348,-0.107849435,-0.001905644,0.0697438892591606,0.156994638790577,-0.310345684,-0.15229778,0.333935111389042,-0.09800683,0.159818212592275,-0.257221648,0.127832169004702,0.194329226056231,0.407361514109808,-0.305970606,-0.689158931,0.0651890188059254,0.517510269350789,0.0549366895928172,0.0773120406318909,-0.366537047,0.203677760264878,-0.323013991,0.112466511184067,-0.138535939,-0.270487894,-0.285609309,0.132389501562691,0.344216758857148,0.214329441984703,0.440713431861207,-0.208868122,0.455191969721364,0.667255581924367,0.0066950286362151,0.0687623570116217,-0.097663416,0.0761893805471608,0.492885284108466,-0.143724505,-0.076422049,-0.18350013,-0.199307641,0.115906934575902,0.113032654377696,0.00965066043819761,0.0906558726121965,0.26267488216393,-0.338782159,-0.375524987,0.246862445605798,-0.172036067,0.0346267500409732,0.353287871994069,0.393992068839397,0.0539627672498392
demo_04,-0.220742534,-0.609865539,0.57087498696255,-0.160910727,-0.139064453,0.264019562091362,0.136138743628635,-0.486197076,-0.009670162,0.132734388971305,-0.048400067,0.103845661654914,0.0852030705184888,0.411092196981543,0.444926211482043,0.181760092729908,0.233656368794524,0.387878530812055,-0.027645728,-0.07887531,0.0935114590825692,0.0187012771051761,-0.100672094,0.19752093243759,-0.020577532,-0.075111893,-0.142943134,0.379812158929451,0.11233292967304,0.69311808690195,0.103668011690689,0.024930299009437,-0.031631702,-0.057967004,0.0780299351374085,-0.289297269,0.300249261805824,-0.150509095,-0.012466155,0.103233805126868,0.611504235317743,0.60604925868352,-0.328446341,0.090914086601369,0.51446530058019,-0.130970446,0.390712251652772,-0.097298299,-0.013764517,0.304303550362852,-0.391994778,-0.239867161,-0.120862855,0.060018488943708,0.0414962487426993,-0.174733328,0.283198111744307,0.592617276764142,0.0260744465494819,0.122393151594751,-0.130429427,-0.009833995,0.129281332317202,0.0152174878923342,0.111796930984495,-0.226290252,-0.244219,0.177292341499922,-0.136302735,0.299129529887473,0.00139100137881149,0.268470306808589,0.143693173934043,0.0986167062398107,0.302791535579885,0.0516688893063842,0.225786256215618,-0.445388733,0.0195397958092679,0.877890108785867,0.201846317850357,0.275605500245793,-0.283673003,-0.122928657,-0.255712498,-0.058070635,0.3198685256701,-0.092521562,0.132134340305159,0.698634026437377,0.23903249283091,0.563075331421703,0.185076594881087,-0.329986003,0.0210024722114701,0.436276866930553,0.050062015976328,0.047358748097349,-0.255219212,0.103765295406156,0.0845472608958791,0.0711118169716388,-0.139941104,-0.174622607,0.186393896975129,0.255161832950724,-0.068578078,-0.098723219,-0.067735781,0.194993616000973,-0.0011352,-0.314182697,0.29484949033773,-0.122084016,0.0877586141783044,0.0670413888312633,0.0487890811543557,0.0295819070769935
demo_05,0.024529038343976,-0.54210956,0.646712329610507,-0.05578112,-0.048124634,-0.250367045,0.168770301405043,0.0719844374379127,-0.097294408,0.42064237346978,0.135353425943808,-0.304141636,-0.196653059,-0.185700538,0.0563826800063637,-0.015694781,0.193962845284682,0.27752510022781,0.437807680968232,-0.051708178,0.00644880657601318,0.358740710268131,0.120916919235263,0.969858385268285,-0.165638598,-0.040495097,-0.127880514,0.254379736745929,0.439868224692305,0.730251349517404,-0.15159998,0.388805441029319,0.170643149159756,0.061908771920681,-0.007310919,0.157523078068052,0.194337081113015,-0.126564689,-0.108640278,-0.0500022,0.61124407062066,0.552775656348807,-0.277924334,0.622107142151751,0.0156005032361854,0.103810957419142,0.169372732080799,0.190862805993474,-0.137105066,0.103246101913311,-0.149157882,0.117297075592864,0.0487458305096435,-0.088802472,0.380191637044991,-0.306169052,0.307772576153214,0.0269611487518347,0.146987045261399,0.354675347315077,0.264320398173809,-0.140989954,-0.110420987,0.256245930664511,0.293350646473854,0.683996271946522,0.384443239763793,0.141079625290117,0.0861203281594176,0.838798033478378,0.278156021307559,0.00548342647057616,0.163968401747583,-0.057931264,0.381934773876274,0.50052509284405,0.262276017613066,-0.200965884,0.0767650574640375,0.424962410069336,-0.123178137,0.321544977039118,-0.035198079,-0.372979741,-0.216421671,-0.045266066,0.135159403581877,-0.288342346,-0.057304201,-0.002673518,0.41818317583481,0.577766161961583,0.359335421775919,-0.260039901,0.226666574895157,0.40823131392957,-0.067312502,0.0883775733294873,0.0585164550861565,0.21557162256188,0.532995062480082,0.0691625285336258,-0.448749635,0.216736855076944,-0.301894436,0.377970547381608,0.210416925364487,-0.021708079,0.225431656343955,0.91328350210114,-0.046560129,-0.470916388,0.494082488590054,-0.337681464,0.318826504140999,-0.094245153,0.265800206461641,0.0855552314631357
demo_06,0.197952945345534,-0.611866842,0.530237987079105,0.125628234122835,-0.286725735,-0.00728066,0.181392518118543,0.0768346987436876,-0.401858819,0.640479466709549,0.0530037963719408,0.0750383903465019,-0.160461402,0.104167003364113,0.285631779958278,-0.365992362,0.133742968898298,0.59985479229513,0.184680093348887,-0.183729271,0.0659668826321467,0.567563255602646,-0.06637352,0.501111160008046,0.142983013483062,0.36454041207583,0.0794417108506267,0.109089950123505,0.0857076398337439,0.947152620221478,-0.245480166,0.206795156792124,0.0422901625911419,-0.332884057,-0.053853512,-0.11575198,-0.151775452,-0.044172461,0.399136979908006,-0.082026317,0.50640087605586,0.514325135772247,-0.672326352,0.0206363989619606,0.440470422194799,0.35647062731052,0.450838059408707,0.326850589057124,0.216088353248287,0.083578112358488,-0.476491188,0.330621177585944,0.179450742969492,0.199509637815298,-0.06725576,-0.164239365,0.503286410903391,-0.236906417,0.313073365948133,-0.347744723,0.101587300616563,-0.056261542,0.226232896565955,0.26733464472465,0.302115695855664,-0.033922015,0.155639154950486,0.308686509573011,-0.126015904,1.06337114702802,0.0673357120743125,0.398543800026757,-0.130002661,0.00841691808545251,0.519432551343527,0.30065221157915,0.194579119050367,-0.272285774,-0.087045137,0.477453241263145,0.0688752707944038,-0.077817912,0.230988402037388,-0.276514137,-0.164746788,-0.232271864,0.0787167633976538,-0.33222814,0.220762532977275,-0.204614514,0.279734126199407,0.531242219784177,0.688626225498324,-0.342490023,-0.198526652,0.400631507382362,-0.154109608,0.141664809124372,0.131679727602358,-0.253382133,0.46202057178634,0.013774865830121,0.0224677727650017,0.122379308323487,-0.538263008,0.219539851860273,-0.0617812,-0.162009089,-0.017841047,0.206199400337419,0.194283882355261,-0.100260533,0.348409114380898,-0.298403497,0.135379875836901,0.194074981152101,0.409924166832489,0.108413620148854
demo_07,-0.437961893,-0.801099668,0.00676728476468305,-0.067136507,0.0946861211553647,-0.463017207,0.185802833165353,-0.510074915,-0.02935226,0.177595779201746,0.176707333060756,-0.18825985,-0.219951566,-0.249124293,0.478424980135535,-0.218438497,0.239613468224704,-0.131058389,0.0901367856758297,0.324875380432509,-0.25082142,0.460555656356498,0.235697123315245,0.896689294253159,-0.255968265,0.0271164563185682,-0.708439709,0.687099638529153,0.601781482003829,1.01599025436289,-0.270639139,0.302870001821749,0.335957585307499,0.279075495030093,-0.169568344,0.12170179046986,0.910751534668404,0.367864598679304,0.00231052621447216,-0.294918084,0.384051163393377,0.0303103828575843,-0.33022643,0.516596598540203,0.717106651418535,0.285898573607811,0.00734010070043348,0.318469261001588,0.181769958023115,0.20782017064739,-0.182588083,-0.002488402,0.0633738942077157,0.066993328775007,0.31110247956792,-0.498380508,0.0374613447049048,0.284807727992161,0.0562011635359364,0.177768208954153,0.451029929857391,-0.144648423,0.0131294174080614,-0.364496944,-0.370168428,-0.055018164,0.0901590288019387,-0.294030322,-0.004658155,0.224313151364272,-0.034292602,0.602753332464252,-0.066015245,0.212400181340207,0.687516196713776,0.592307059157493,0.132161391612842,-0.406831847,-0.36159893,0.407150560329744,0.2552509073626,0.0757437357187958,-0.159720882,-0.119069209,0.0608151713335138,0.289109390095799,0.277536061466757,0.20293145012546,-0.167465488,-0.032821624,0.350950524109982,0.633363875644413,0.703254038106595,-0.502391868,0.211469262393165,0.558633500552681,0.35138754482556,-0.00260261,0.118642362512103,0.0538266631025941,0.669683411161028,0.155880673051466,-0.483910825,0.156352134395846,-0.325965472,-0.094531463,-0.164224795,-0.175713788,0.106814738121371,0.55399143938711,-0.194674379,-0.25732684,0.469400024094593,-0.02446476,-0.045824346,-0.267077777,0.0665705376592618,0.0381473467515307
demo_08,-0.412374632,-0.749292838,0.396649850555491,-0.163042343,-0.416860781,-0.699544264,-0.03687562,-0.155216226,0.0985246762564839,0.095974479552525,0.0400380291748813,-0.480085509,-0.108829424,-0.012149761,0.310613493549702,0.297511071315733,0.424298893019721,0.288974954197767,0.0448567285235151,-0.000410827,-0.113442515,0.302626564368444,0.300416164419039,0.630253072286843,-0.126072058,-0.152749635,-0.197173182,0.346849738855993,0.180926301675902,0.868263980238549,-0.556436341,0.103268295354208,0.198514547984294,0.151814301938214,-0.405890108,-0.412561457,0.362575306960627,0.0948549229869395,0.446736788326295,0.0345736607344021,0.221114708546773,0.51814922171634,-0.135122201,0.125143539288425,0.51238404701586,0.0521969132232902,0.410285771313127,-0.128903276,-0.19445204,-0.031561962,-0.039260658,0.262048607441693,-0.330366101,0.100820351631429,0.139242232914239,-0.393568305,0.362473782856087,-0.119503492,-0.0183385,-0.212921287,-0.113350863,0.194690285504388,-0.1929643,0.15917347018538,0.224024641246459,-0.131516941,0.19441794992351,-0.277992999,-0.300665898,0.520831606812908,0.291935372636756,0.217020158455712,-0.163710564,0.0654004022516165,0.182850852634407,0.0181157826072261,0.139920679558231,-0.216958172,-0.031663886,0.24523233357884,0.0199278041925124,-0.027890314,0.0386939029487088,-0.174318982,-0.083296641,0.350296654264432,0.128702943403991,-0.51736039,0.0367768833184775,0.575720117180323,-0.480315836,0.34817212076744,0.400156962816952,0.307377906933229,-0.349504855,-0.108714023,-0.16259722,0.112422143404753,0.172350332687566,0.214836074008631,0.502652560789101,0.176273055873629,0.434377981449698,-0.446776308,-0.673385976,-0.243214406,-0.109443365,-0.100097476,0.368632668961181,0.330375429816643,-0.152518805,0.148599023695579,0.0778352478695065,-0.114997324,-0.243412676,-0.113478216,0.171642880484395,0.0523283215098894
demo_09,0.0878561600388687,-0.893042503,0.409971919341614,0.480133849431788,-0.217212702,-0.411285184,0.540601243012581,-0.05983513,0.0280577325339793,0.0523316206766066,-0.07478134,-0.330693387,0.212322100368603,0.159458166080397,0.201291564796913,-0.11599127,0.0253612089586422,0.663554417259615,0.135980071089188,-0.371122499,-0.039475782,0.297847146017947,-0.244046316,0.515933443873007,0.0462152638561616,0.115025578831078,0.101702758537564,0.198338541154222,0.00201020256254576,0.353112546412485,0.0957595173910045,0.322346254496057,0.0963350236442667,-0.095520706,0.152330414511558,-0.083655489,0.0820793612172055,-0.189835949,-0.014625973,-0.020081618,0.485340488437752,0.664511997247444,-0.575110909,0.30788094401559,0.791466501517382,-0.178559284,0.387476740670374,0.124969799875076,-0.051666443,0.303253868615033,-0.506768057,0.0100341182894418,-0.279078872,0.166738424447651,-0.292303879,0.255468320667113,-0.270743925,-0.122385329,0.21712913030016,0.0115067369277097,0.0623692978775504,-0.253417668,0.0673448487788077,0.0697841151595149,0.00208260658370569,0.0281569707977918,-0.351183544,0.228613410913822,-0.084757871,0.139276066775103,0.154038709379774,-0.008376124,-0.407246909,-0.047316544,0.499723146241763,0.177096412777234,0.217334503629766,-0.10870042,0.121408429868835,0.153557884878762,0.0521765448539004,0.0614535451021564,-0.386410206,0.288193735578037,0.193466483107823,0.189090125733137,-0.062699172,-0.34192375,-0.09214296,0.322687806973815,0.156549346816518,0.478898967462051,0.534536631540709,-0.065047682,0.363369912127251,0.508550938176741,-0.244554351,0.115318602140186,0.140760161045138,0.145264681008981,0.607013567841703,0.0403954353076153,-0.071805312,0.133289248783189,0.334167496052596,0.0723143298536685,-0.038271907,-0.170008561,0.120074401991652,0.0150647090536686,-0.45100724,-0.258061662,0.0294151646105405,-0.305012603,-0.12655826,-0.07171638,-0.194945079,0.0550482790023928
demo_10,-0.267265401,-0.875868367,0.888303436850059,-0.078899235,-0.232166499,-0.581278393,0.224485174004358,-0.351536291,0.159548477933345,-0.159832635,-0.258860565,-0.220778765,-0.25652327,0.368375163379015,0.128727815356959,-0.267172421,-0.077135556,-0.168914229,0.235850877353087,-0.127804868,-0.365236533,0.579201993027054,0.25754099620316,0.475401204908187,-0.118650778,0.254936284468101,-0.563828754,0.379220488218964,0.0435948764599384,0.714202141507507,-0.242435246,-0.091154772,0.176078857165375,-0.191895164,-0.123033463,-0.067646654,0.109988063835035,-0.02304885,-0.092001236,-0.109875269,0.553768943270236,0.545851650433559,-0.239098338,0.0022747550426145,0.0754933646633558,-0.023830085,0.232085274796686,-0.20578525,0.680215971289061,0.358043142782123,-0.249967724,-0.231378659,-0.336376632,-0.384610857,-0.264011857,-0.234569282,-0.301735215,-0.050001107,-0.007760549,0.066667718653593,0.348380948289441,-0.501777847,0.497089562311051,-0.296910769,0.392924183032228,0.0603529686721159,-0.075934881,0.0942585364720446,-0.060985606,0.315523725434418,0.19118313038439,0.376383007798094,-0.184014274,0.0495325689800683,0.145359987987632,0.113395218895505,-0.515731281,-0.629938944,-0.392836637,0.816004923737737,-0.077587854,0.266297678045167,-0.614384209,-0.047937083,0.209696525017598,-0.078463675,0.313581874577291,0.1980217499584,-0.005223895,0.249513588712965,0.00371593956954238,0.755585951249779,0.505940159567984,-0.147328091,0.507506450912792,0.0842662216273176,0.0325711791101727,0.00545635158869874,-0.149994008,-0.073546781,0.551200546429902,0.0966039965089944,-0.40975793,-0.542052017,-0.059462277,0.186267229871382,0.120902608913345,-0.242022765,0.165243123141922,0.38005273031182,-0.226919636,0.061537089844772,-0.115640948,-0.250516129,0.182321382446797,0.164799285453044,0.352538200715109,0.0530952170918282
